36,33,34,31,26,26,17,17,22,10,20,29,41,35,29,33,34,38,37,41
43,32,36,30,27,22,21,36,24,28,24,23,33,30,36,31,28,24,19,19
17,22,27,22,27,17,14,13,29,36,45,40,34,52,49,32,36,25,51,26
28,22,22,29,30,48,41,34,55,47,47,38,28,49,37,28,19,24,15,21
21,24,35,29,26,17,18,10,38,40,47,35,24,53,48,46,49,18,50,41
11,26,25,35,61,56,39,57,41,24,61,60,48,39,27,61,42,44,36,29
39,38,35,28,30,46,58,50,38,30,50,55,49,29,12,35,30,22,24,40
39,47,47,39,20,56,58,57,57,49,57,54,42,44,48,55,55,62,58,61
66,73,61,57,22,26,54,59,55,27,45,48,57,58,31,44,60,64,57,30
30,58,59,63,27,40,56,61,61,32,39,57,61,57,30,34,53,58,55,36
13,11,52,59,18,31,56,56,56,34,32,54,54,56,29,35,55,56,58,37
26,54,57,55,39,26,53,52,55,43,26,58,51,35,28,32,38,39,40,33
36,58,60,57,43,25,53,55,56,38,32,49,56,58,44,27,48,55,57,46
28,46,57,54,49,25,42,54,56,36,28,53,54,53,44,36,38,55,56,47
27,46,52,41,34,25,58,37,51,23,48,17,43,30,28,32,30,32,27,29
56,53,55,53,32,35,55,58,58,31,34,35,32,24,21,31,31,22,10,27
38,51,40,45,16,16,57,60,60,23,52,56,60,57,24,39,42,34,32,22
50,39,38,38,28,43,60,50,47,28,32,55,65,40,36,33,53,39,37,26
41,40,37,42,30,39,59,40,47,35,18,23,41,54,27,44,33,56,52,25
36,58,51,33,29,19,35,45,24,13,47,47,33,32,29,30,39,38,31,29
37,56,50,38,37,27,53,56,46,35,25,42,60,46,19,21,61,48,29,33
28,25,46,45,28,29,39,37,35,20,38,32,30,17,22,31,23,32,30,28
31,25,22,36,34,34,32,33,39,27,48,61,62,43,28,41,52,57,57,27
38,56,58,55,20,47,58,59,55,18,11,36,52,60,33,49,52,30,24,32
40,58,38,34,24,46,39,35,35,26,42,35,30,17,25,57,47,28,41,34
42,16,21,31,26,40,27,25,19,24,25,25,17,13,50,27,35,36,31,30
23,10,49,36,29,33,27,23,25,11,15,28,23,25,19,22,21,15,13,48
39,38,28,48,39,26,33,24,40,33,41,34,24,41,41,34,38,19,31,26
34,17,19,12,33,25,19,23,24,33,23,17,25,25,35,21,18,21,18,24
27,22,20,26,24,24,23,22,16,30,37,38,26,28,19,18,33,25,32,25
23,36,18,36,29,22,27,19,13,31,18,17,16,21,22,59,20,27,23,11
23,17,18,20,11,20,14,18,23,22,21,18,16,21,28,19,18,17,28,18
21,26,20,29,22,23,20,18,23,19,28,24,30,28,28,29,24,27,24,29
27,28,28,25,27,20,18,22,16,11,19,27,32,25,21,26,27,20,28,29
30,23,29,33,35,28,37,30,36,34,31,37,31,25,30,25,35,31,20,32
36,33,19,18,12,15,17,19,19,21,23,17,21,25,27,33,15,15,23,21
25,18,21,19,23,27,31,31,27,39,32,49,23,62,45,28,30,50,49,40
35,32,58,59,34,30,37,29,32,19,25,29,39,15,38,29,37,39,37,44
34,36,65,43,35,34,45,46,33,31,32,41,49,36,28,17,19,23,18,17
17,21,16,17,21,14,38,16,23,20,21,18,20,25,20,11,18,13,20,12
17,10,12,12,13,12,11,11,10,22,12,17,20,13,17,15,12,16,13,13
15,17,18,15,16,16,20,20,18,18,16,20,20,15,15,20,17,11,31,13
23,17,17,25,21,22,17,16,23,14,16,14,22,21,20,18,18,24,20,18
19,19,16,13,15,15,15,24,19,25,17,26,17,11,22,17,34,40,39,36
32,30,40,39,31,33,52,32,39,40,39,41,36,37,34,34,37,40,39,33
