22630,22544,22197,22647,22610,22582,22611,22287,22517,22971,22643,25552,26006,22227,22498,22660,22592,22623,22651,22703
17250,18624,19541,20347,21744,19530,19467,17438,17341,19254,19548,17597,16491,18418,19430,17321,17491,18265,19363,17327
8533,12482,8543,9493,11660,16293,13601,11250,11201,11527,12818,11440,11045,11610,11803,11734,11661,11555,12359,12788
50045,52441,49756,50406,52096,50737,50283,51975,50100,50125,52448,50478,50389,53175,50289,49911,52163,50371,50718,52224
4833,3318,3212,3274,3354,3323,3851,3352,3403,3374,3240,3302,3063,4220,2887,3195,3377,3209,3255,3519
16279,15947,16203,15950,16668,15929,16267,19079,17448,15934,16147,16062,16259,15847,16329,15921,16204,16696,16396,15833
1189,856,1525,846,846,864,1531,3568,6428,6346,861,854,1213,850,1497,819,830,849,853,872
1419,2722,1630,1558,1370,1548,1391,1866,1453,1514,1366,1515,1396,2721,1635,5440,1438,1632,1406,1485
4974,5176,4889,5179,4995,5109,4868,5154,4865,5170,4910,5163,4815,5181,4841,5058,4998,5750,5256,5586
8072,12154,6440,6607,10910,15803,5465,6580,8189,11923,5389,12830,7945,11546,6388,6528,7919,18067,5398,8402
6111,5588,8797,11549,5930,5993,8720,11506,6112,6412,9164,13639,6089,5662,8891,11610,5968,6111,8981,11771
788,879,786,821,783,996,759,16592,17939,6904,836,1385,800,842,770,822,793,978,820,841
9656,11900,7182,6248,9377,12268,6860,7087,9992,12045,7328,6123,10110,11744,7530,6072,10160,11524,7378,7252
22630,22544,22197,22647,22610,22582,22611,22287,22517,22971,22643,25552,26006,22227,22498,22660,22592,22623,22651,22703
7680,7094,8396,8055,7510,7076,11382,8092,8275,7242,7441,7149,7612,7076,8358,7999,7638,7173,8404,9563
6246,14164,12103,6015,12090,26148,8222,5894,11287,14993,6068,11833,6093,14706,12308,6090,8796,17549,5962,5819
20106,15627,14681,17368,20338,15196,14421,17694,23571,15117,14625,17987,20585,15708,15229,17192,20111,14578,16173,17424
39809,35121,36395,38411,42158,42522,39478,36662,38958,41352,41532,42762,41344,42477,35409,37219,35522,43964,37038,41546
6565,8033,5051,5530,6500,8430,5206,6118,6362,8042,4962,5329,6451,8129,5120,5345,6332,8587,5074,6153
1728,1754,1580,1607,1844,1586,1554,1956,1653,1578,1830,1912,1895,1688,1594,1596,1637,1447,1512,1451
3233,2945,5328,2995,3153,2992,3237,3103,3362,3047,3425,11100,3464,3242,3362,5192,3281,3012,3248,3085
3620,3986,8691,4689,5858,6056,7323,5901,3768,4374,4251,3966,4010,3715,4207,7239,3961,4483,4407,4090
12503,12626,14463,13606,13284,12336,13261,14923,13337,10913,12773,14630,14342,13980,13791,12780,11375,13433,13179,13592
4789,4576,4819,4636,4774,5324,4715,4528,4562,4588,4656,4594,4654,4564,5456,4603,4426,4726,4794,4646
16621,759,820,746,1188,5253,2371,2189,844,802,810,801,1734,783,854,799,1272,6221,2444,1612
22140,23036,21652,21027,21809,22180,21583,23260,20804,21254,21659,19946,20463,21688,19309,20579,22016,21083,21034,23284
735,774,776,760,712,763,702,749,726,1106,897,766,723,761,785,764,713,792,717,751
6515,37535,46414,7998,1653,1580,46202,51033,51153,24485,1717,2751,1637,45258,50435,51848,24215,1628,1653,21877
4562,6193,9698,3969,4669,8250,11260,3847,6358,6339,9419,4027,4649,6171,9651,3885,4634,6598,11133,5365
2953,3119,7035,3838,2989,4874,5656,3181,2978,4421,5624,4600,2785,4640,5663,3960,2763,4761,5424,3380
448,454,1708,462,466,466,455,500,504,1713,456,472,455,457,1698,478,458,517,496,498
9953,11778,7226,5688,16493,12155,7198,6013,10966,11673,13504,5955,14035,17743,8639,5812,16195,13201,8330,7210
5547,6883,4343,4184,5419,7587,4063,4194,5413,7098,3924,4657,5292,7321,4015,4436,5243,7660,3974,4436
587,570,1177,591,587,575,1164,573,575,580,565,557,587,481,563,564,584,596,2965,590
3037,2930,3129,2905,3206,3424,3274,3267,3108,3365,3124,2953,2649,2972,3049,3039,3276,3017,3094,3063
1956,1826,1946,1873,1899,1882,1925,1914,1932,1905,1920,1952,1930,1966,1982,1936,1922,1945,1938,1961
697,1033,687,755,723,752,701,1049,738,675,698,702,714,1440,739,775,737,758,685,1013
2467,2288,2351,3239,2469,2384,2226,2307,2320,2182,2302,2130,2265,2610,2381,2979,2417,3181,2373,2159
3041,3035,3214,2944,3190,3117,4740,3229,3500,2937,3143,3038,3091,3009,3185,2922,3166,5078,4235,3811
77389,79840,87920,86297,80925,26556,2244,1734,1986,1838,2077,1732,1831,1776,35012,38571,40643,43670,35332,2022
34992,30732,36589,35339,31665,35957,35599,29115,35940,34582,31898,35011,33701,30653,35208,34882,31158,35433,34673,31479
167,98,188,97,174,103,180,100,439,137,175,115,168,100,186,96,201,112,181,102
14075,13255,12449,16085,23662,7782,8509,15338,14321,6988,14307,10185,13957,13162,8560,9952,19971,6932,8302,15279
4112,3653,4848,5072,4023,6525,3881,3705,3977,3670,4003,3804,4074,3519,4069,5703,3933,3708,3889,6976
7375,7050,21332,6703,7266,6994,7011,7022,7246,7507,8480,7173,7135,6760,7499,8675,7076,6771,7278,10298
13680,13037,23961,19310,14473,20279,17570,20453,22363,13044,14104,19768,8655,7937,18581,14074,8150,13254,11238,14170
14119,6411,7444,14938,7326,7023,15459,16125,14720,10609,9863,12594,13843,6452,8200,15659,7514,6764,14787,16773
38898,79199,61337,2806,1379,1574,1436,1612,2261,1946,1363,2919,1537,1514,1369,1527,1345,1536,1369,1526
2344,2321,2333,2342,2296,2325,2313,2319,2723,2232,2354,2293,2363,2293,2329,2328,2319,2320,2348,2273
25366,28693,25872,29146,24528,27471,28245,28437,28282,23315,25371,29281,24697,26889,29811,28599,23040,28371,25732,24969
6652,4753,5129,4559,4847,4884,4933,15029,5804,4643,4962,4844,6326,5529,5261,4951,6129,4938,4691,4520
55475,54123,53621,54983,54003,49274,50554,52045,55962,55324,54401,55025,56931,56248,57904,55397,58093,59010,59459,58690
30026,30399,30169,31849,30339,30082,29944,30240,30026,30588,29810,30012,29831,30387,30067,30633,31927,30022,30110,29773
345,349,1213,337,345,343,341,337,354,340,340,337,332,343,1205,1666,25629,24760,23924,342
29802,31726,43786,29739,40731,32532,34144,28638,29058,43102,40406,33662,29183,31129,43025,29652,29264,31975,33896,39255
25860,17651,2387,56162,35043,33149,65402,23057,61595,52043,65170,65244,43401,59772,58458,62260,73069,71421,66359,65409
